ident,le_ident,he_ident,length_ft,width_ft,surface,lighted,closed,le_lat,le_lon,he_lat,he_lon,le_heading
KOXV,15,33,4000,75,Concrete,1,0,41.3041,-93.1167,41.2941,-93.1108,156
KOYM,10,28,4300,75,Asphalt,1,0,41.4125,-78.5105,41.4125,-78.4948,90
KOZA,16,34,6003,75,Asphalt,1,0,30.7433,-101.2040,30.7271,-101.2000,168
KOZR,06,24,4546,150,Asphalt,1,0,31.2706,-85.7204,31.2767,-85.7077,61
KOZR,14,32,4500,150,Asphalt,0,1,31.2854,-85.7180,31.2767,-85.7077,134
KOZR,18,36,5025,150,Asphalt,1,0,31.2846,-85.7126,31.2708,-85.7129,181
KOZW,13,31,5002,100,Asphalt,1,0,42.6336,-83.9896,42.6253,-83.9748,127
KPAE,11,29,4514,75,Asphalt,1,1,47.9104,-122.2870,47.9018,-122.2740,134
KPAE,16L,34R,3004,75,Asphalt,1,0,47.9064,-122.2717,47.8982,-122.2716,180
KPAE,16R,34L,9010,150,Asphalt,1,0,47.9213,-122.2859,47.8966,-122.2853,179
KPAH,04,22,6499,150,Asphalt,1,0,37.0535,-88.7815,37.0664,-88.7661,44
KPAH,14,32,5499,150,Asphalt,1,0,37.0664,-88.7781,37.0550,-88.7659,139
KPAM,14L,32R,10008,200,Concrete,1,0,30.0800,-85.5844,30.0608,-85.5618,134
KPAM,14R,32L,10107,150,Permeable,1,0,30.0774,-85.5882,30.0598,-85.5676,134
KPAN,06,24,5504,75,Asphalt,1,0,34.2504,-111.3650,34.2550,-111.3480,72
KPAO,13,31,2441,70,Asphalt,1,0,37.4638,-122.1180,37.4585,-122.1120,142
KPBF,18,36,5998,150,Asphalt,1,0,34.1828,-91.9356,34.1663,-91.9356,180
KPBG,17,35,11759,200,Concrete,1,0,44.6658,-73.4768,44.6360,-73.4595,158
KPBH,01,19,5220,75,Asphalt,1,0,45.7049,-90.4034,45.7185,-90.4010,8
KPBH,06,24,3951,75,Asphalt,1,0,45.7027,-90.4095,45.7083,-90.3963,59
KPBI,10L,28R,10001,150,Asphalt,1,0,26.6832,-80.1084,26.6819,-80.0778,93
KPBI,10R,28L,3214,75,Asphalt,1,0,26.6812,-80.1063,26.6808,-80.0965,93
KPBI,14,32,6931,150,Asphalt,1,0,26.6918,-80.1040,26.6783,-80.0891,135
KPBX,02,20,3455,75,Asphalt,1,0,37.5586,-82.5626,37.5681,-82.5592,16
KPBX,09,27,5356,100,Asphalt,1,0,37.5603,-82.5793,37.5619,-82.5609,84
KPCA,H1,,1500,75,Asphalt,0,0,,,,,
KPCA,H2,,1500,75,Asphalt,0,0,,,,,
KPCA,H3,,1500,75,Asphalt,0,0,,,,,
KPCA,H4,,1500,75,Asphalt,0,0,,,,,
KPCM,10,28,3950,75,Asphalt,1,0,28.0006,-82.1694,27.9998,-82.1572,94
KPCW,09,27,5646,100,Asphalt,1,0,41.5163,-82.8794,41.5180,-82.8612,83
KPCW,18,36,4002,75,Asphalt,1,0,41.5207,-82.8670,41.5097,-82.8664,178
KPCZ,06,24,1480,110,Grass,0,1,44.3310,-89.0161,44.3333,-89.0112,56
KPCZ,10,28,5200,100,Asphalt,1,0,44.3334,-89.0329,44.3325,-89.0131,93
KPCZ,13,31,3899,75,Asphalt,1,0,44.3367,-89.0217,44.3307,-89.0093,123
KPDC,11,29,3999,75,Asphalt,1,0,43.0237,-91.1316,43.0199,-91.1176,110
KPDC,14,32,5000,75,Asphalt,1,0,43.0225,-91.1290,43.0120,-91.1170,139
KPDK,09,27,3383,150,Asphalt,1,1,33.8737,-84.3074,33.8743,-84.2962,86
KPDK,16,34,3968,150,Asphalt,1,0,33.8827,-84.3055,33.8726,-84.3005,157
KPDK,3L,21R,3746,150,Asphalt,1,0,33.8689,-84.3056,33.8786,-84.3013,21
KPDK,3R,21L,6001,100,Concrete,1,0,33.8686,-84.3040,33.8840,-84.2971,21
KPDK,H1,,56,56,Concrete,1,0,,,,,
KPDT,08,26,6301,150,Asphalt,1,0,45.6953,-118.8530,45.6954,-118.8290,90
KPDT,11,29,4808,100,Asphalt,1,0,45.6988,-118.8540,45.6894,-118.8370,128
KPDT,16,34,4341,60,Asphalt,0,1,45.7018,-118.8370,45.6899,-118.8370,180
KPDX,10L,28R,9825,150,Asphalt,1,0,45.5965,-122.6001,45.5834,-122.5664,119
KPDX,10R,28L,11000,150,Asphalt,1,0,45.5952,-122.6215,45.5805,-122.5839,119
KPDX,3,21,6000,150,Asphalt,1,0,45.5824,-122.6169,45.5941,-122.6003,45
KPEA,16,34,5402,75,Concrete,1,0,41.4085,-92.9480,41.3940,-92.9437,167
KPEO,01,19,5499,100,Asphalt,1,0,42.6259,-77.0516,42.6409,-77.0527,357
KPEO,10,28,3561,50,Asphalt,1,0,42.6427,-77.0606,42.6429,-77.0474,90
KPEQ,09,27,5953,80,Asphalt,1,0,31.3818,-103.5190,31.3787,-103.5010,101
KPEQ,14,32,6236,80,Asphalt,1,0,31.3915,-103.5170,31.3773,-103.5060,146
KPEX,11,29,3302,75,Asphalt,1,0,,,,,110
KPEZ,16,34,4000,75,Asphalt,1,0,28.9595,-98.5218,28.9489,-98.5182,163
KPFC,14,32,1860,30,ASPH/ CONC,0,0,,,,,
KPGA,07,25,2201,75,Asphalt,0,0,36.9292,-111.4540,36.9300,-111.4460,82
KPGA,15,33,5950,150,Asphalt,1,0,36.9328,-111.4500,36.9167,-111.4460,170
KPGD,04,22,7193,150,Asphalt,0,0,26.9114,-81.9914,26.9275,-81.9814,29
KPGD,09,27,2636,60,Asphalt,0,0,26.9235,-81.9991,26.9237,-81.9836,89
KPGD,15,33,6286,150,Asphalt,1,0,26.9236,-81.9991,26.9124,-81.9917,149
KPGR,04,22,4500,75,Asphalt,1,0,36.0586,-90.5133,36.0672,-90.5023,46
KPGR,08,26,2792,100,Grass,0,0,36.0655,-90.5162,36.0653,-90.5068,91
KPGV,02,20,7175,150,Asphalt,1,0,35.6259,-77.3858,35.6436,-77.3829,8
KPGV,08,26,4997,150,Asphalt,1,0,35.6331,-77.3916,35.6385,-77.3762,67
KPGV,15,33,2687,150,Asphalt,0,1,35.6377,-77.3939,35.6332,-77.3867,128
KPHD,12,30,1907,70,Grass,0,0,40.4695,-81.4240,40.4678,-81.4168,109
KPHD,15,33,3951,100,Asphalt,1,0,40.4750,-81.4244,40.4668,-81.4151,139
KPHF,02,20,6526,150,Concrete,1,0,37.1244,-76.4994,37.1419,-76.4945,13
KPHF,07,25,8003,150,Concrete,1,0,37.1250,-76.5014,37.1367,-76.4782,58
KPHG,03,21,1755,150,Grass,0,0,39.7345,-99.3216,39.7405,-99.3158,36
KPHG,13,31,5101,60,Asphalt,1,0,39.7397,-99.3210,39.7299,-99.3113,143
KPHH,18,36,3001,60,Asphalt,1,0,33.4558,-79.5268,33.4476,-79.5255,172
KPHK,07,25,1617,100,Asphalt,0,1,26.7850,-80.6953,26.7869,-80.6908,64
KPHK,17,35,4116,75,Asphalt,1,0,26.7907,-80.6941,26.7794,-80.6926,174
KPHL,08,26,5001,150,Asphalt,1,0,39.8783,-75.2300,39.8818,-75.2128,76
KPHL,09L,27R,9500,150,Asphalt,1,0,39.8687,-75.2557,39.8752,-75.2229,76
KPHL,09R,27L,12000,200,Asphalt,1,0,39.8608,-75.2752,39.8680,-75.2390,76
KPHL,17,35,6500,150,Asphalt,1,0,39.8860,-75.2353,39.8720,-75.2283,159
KPHN,04,22,5104,100,Asphalt,1,0,42.9046,-82.5353,42.9159,-82.5241,36
KPHN,10,28,4000,75,Asphalt,1,0,42.9123,-82.5352,42.9114,-82.5203,95
KPHP,05,23,3588,120,Grass,0,0,44.0472,-101.6040,44.0517,-101.5920,63
KPHP,12,30,3998,75,Asphalt,1,0,44.0513,-101.6060,44.0445,-101.5940,128
KPHT,2,20,5002,100,Asphalt,1,0,36.3294,-88.3868,36.3425,-88.3820,16
KPHX,07L,25R,10300,150,Asphalt,1,0,33.4311,-112.0270,33.4310,-111.9930,90
KPHX,07R,25L,7800,150,Concrete,1,0,33.4289,-112.0270,33.4288,-112.0020,90
KPHX,08,26,11489,150,Concrete,1,0,33.4409,-112.0300,33.4408,-111.9920,90
KPIA,04,22,8004,150,Asphalt,1,0,40.6540,-89.6947,40.6712,-89.6767,39
KPIA,13,31,10104,150,Concrete,1,0,40.6737,-89.7139,40.6572,-89.6846,127
KPIB,18,36,6503,150,Asphalt,1,0,31.4761,-89.3371,31.4582,-89.3370,180
KPIE,04,22,6000,150,Asphalt,1,0,27.9008,-82.6883,27.9125,-82.6775,40
KPIE,09,27,5165,150,Asphalt,1,1,27.9093,-82.6954,27.9097,-82.6795,88
KPIE,17L,35R,8800,150,Asphalt,1,1,27.9234,-82.6907,27.8995,-82.6866,171
KPIE,17R,35L,4000,75,Asphalt,1,1,27.9212,-82.6919,27.9103,-82.6900,171
KPIE,18,36,9730,150,Concrete,1,0,,,,,171
KPIH,03,21,9059,150,Asphalt,1,0,42.9017,-112.6010,42.9193,-112.5770,45
KPIH,17,35,7150,100,Asphalt,1,0,42.9187,-112.6050,42.8991,-112.6050,180
KPIL,03,21,5000,150,Permeable,0,0,26.1620,-97.3550,26.1733,-97.3463,35
KPIL,08,26,5317,150,Concrete,0,0,26.1636,-97.3541,26.1636,-97.3379,90
KPIL,13,31,8001,200,Permeable,1,0,26.1730,-97.3499,26.1575,-97.3326,135
KPIL,17,35,4200,75,Concrete,0,0,26.1754,-97.3490,26.1639,-97.3489,180
KPIM,09,27,5002,100,Asphalt,1,0,32.8405,-84.8906,32.8409,-84.8743,88
KPIR,07,25,6880,100,Asphalt,1,0,44.3857,-100.2990,44.3899,-100.2740,77
KPIR,13,31,6900,100,Asphalt,1,0,44.3849,-100.2940,44.3703,-100.2770,141
KPIT,10C,28C,10775,150,Permeable,1,0,40.4899,-80.2463,40.4890,-80.2114,92
KPIT,10L,28R,10502,150,Permeable,1,0,40.5023,-80.2712,40.5014,-80.2334,92
KPIT,10R,28L,11500,200,Concrete,1,0,40.4867,-80.2519,40.4856,-80.2106,92
KPIT,14,32,8101,150,Concrete,1,0,40.4960,-80.2249,40.4799,-80.2048,136
KPJC,17,35,5002,75,Asphalt,1,0,40.8071,-80.1626,40.7962,-80.1589,165
KPJY,18,36,3999,60,Asphalt,1,0,37.9834,-89.3603,37.9724,-89.3606,181
KPKB,03,21,7240,150,Asphalt,1,0,39.3378,-81.4434,39.3551,-81.4344,22
KPKB,10,28,4002,150,Asphalt,1,0,39.3433,-81.4467,39.3423,-81.4326,95
KPKD,13,31,5497,100,Asphalt,1,0,46.9067,-95.0811,46.8960,-95.0656,135
KPKD,18,36,3500,75,Asphalt,1,0,46.9034,-95.0727,46.8951,-95.0727,180
KPKF,18,36,3200,60,Asphalt,1,0,45.9594,-90.4244,45.9506,-90.4242,180
KPKV,05,23,2432,60,Grass,0,0,28.6490,-96.6895,28.6532,-96.6826,55
KPKV,14,32,5004,75,Asphalt,1,0,28.6596,-96.6859,28.6484,-96.6768,144
KPLD,09,27,5505,75,Asphalt,1,0,40.4514,-84.9962,40.4517,-84.9818,89
KPLK,12,30,3738,100,Asphalt,1,0,36.6284,-93.2344,36.6234,-93.2233,119
KPLN,05,23,5401,150,Asphalt,1,0,45.5674,-84.8028,45.5779,-84.7879,45
KPLN,14,32,6513,150,Asphalt,1,0,45.5758,-84.8069,45.5632,-84.7888,135
KPLR,03,21,5001,80,Asphalt,0,0,33.5525,-86.2521,33.5652,-86.2459,22
KPLU,17,35,3651,60,Asphalt,0,0,47.1089,-122.2870,47.0989,-122.2870,180
KPMB,15,33,3798,75,Asphalt,1,0,48.9475,-97.2433,48.9376,-97.2382,161
KPMD,04,22,12001,150,Concrete,1,0,34.6169,-118.0920,34.6373,-118.0600,52
KPMD,07,25,12002,200,Concrete,1,0,34.6306,-118.1130,34.6328,-118.0730,86
KPMD,072,252,6000,75,CONC-E,0,0,,,,,
KPMH,18,36,5001,100,Asphalt,1,0,38.8473,-82.8476,38.8336,-82.8470,178
KPMP,06,24,4001,150,Asphalt,1,0,26.2440,-80.1165,26.2506,-80.1068,53
KPMP,10,28,3687,100,Asphalt,1,0,26.2459,-80.1166,26.2447,-80.1060,98
KPMP,15,33,4918,150,Asphalt,1,0,26.2533,-80.1144,26.2436,-80.1062,143
KPMU,01,19,5001,75,Asphalt,1,0,34.3568,-89.8943,34.3702,-89.8909,12
KPMV,16,34,5500,100,Concrete,1,0,40.9557,-95.9195,40.9448,-95.9163,167
KPMZ,03,21,5500,75,Asphalt,1,0,35.8036,-76.7611,35.8133,-76.7574,17
KPNA,11,29,8900,100,Asphalt,1,0,42.8013,-109.8190,42.7907,-109.7970,123
KPNC,17,35,7201,100,Concrete,1,0,36.7418,-97.0999,36.7221,-97.0997,180
KPNE,06,24,7000,100,Asphalt,1,0,40.0775,-75.0203,40.0903,-75.0015,48
KPNE,15,33,4999,150,Asphalt,1,0,40.0845,-75.0158,40.0739,-75.0045,141
KPNM,16,34,3900,75,Asphalt,1,0,45.5648,-93.6111,45.5549,-93.6053,158
KPNN,06,24,3998,150,Asphalt,0,1,45.1967,-67.5659,45.2052,-67.5563,38
KPNN,15,33,4007,75,Asphalt,1,0,45.2041,-67.5734,45.1967,-67.5620,132
KPNS,08,26,7000,150,Asphalt,1,0,30.4713,-87.1959,30.4753,-87.1742,78
KPNS,17,35,7004,150,Asphalt,1,0,30.4829,-87.1907,30.4641,-87.1857,167
KPNT,06,24,5000,75,Asphalt,1,0,40.9209,-88.6317,40.9279,-88.6161,59
KPOB,049,229,3000,60,Asphalt,0,0,,,,,
KPOB,05,23,7501,150,Permeable,1,0,35.1632,-79.0228,35.1786,-79.0062,41
KPOC,08L,26R,3661,75,Asphalt,0,0,34.0924,-117.7870,34.0918,-117.7750,93
KPOC,08R,26L,4840,75,Asphalt,1,0,34.0917,-117.7900,34.0910,-117.7750,93
KPOE,15,33,4109,125,Asphalt,1,0,31.0501,-93.1938,31.0395,-93.1894,161
KPOF,18,36,5008,100,Permeable,1,0,36.7808,-90.3246,36.7671,-90.3251,181
KPOH,12,30,4100,60,Concrete,1,0,42.7457,-94.6546,42.7398,-94.6415,121
KPOH,18,36,1999,135,Grass,0,0,42.7450,-94.6458,42.7397,-94.6464,185
KPOU,06,24,5001,100,Asphalt,1,0,41.6219,-73.8920,41.6306,-73.8778,51
KPOU,07,25,1357,100,Grass,0,0,41.6250,-73.8882,41.6273,-73.8843,51
KPOU,15,33,2743,100,Permeable,1,0,41.6302,-73.8852,41.6246,-73.8785,139
KPOV,09,27,3499,75,Asphalt,1,0,41.2098,-81.2580,41.2106,-81.2453,85
KPOY,03,21,2623,100,Grass,0,0,44.8618,-108.7990,44.8661,-108.7930,44
KPOY,13,31,6200,100,Asphalt,1,0,44.8760,-108.7990,44.8621,-108.7850,145
KPOY,16,34,2400,100,Grass,0,0,44.8684,-108.7940,44.8619,-108.7940,180
KPPA,05,23,4500,75,Asphalt,1,0,35.6132,-101.0060,35.6194,-100.9930,60
KPPA,11,29,4500,150,Asphalt,0,1,35.6139,-101.0070,35.6075,-100.9940,121
KPPA,17,35,5862,100,Asphalt,1,0,35.6185,-100.9940,35.6024,-100.9940,180
KPPF,04,22,4007,100,Concrete,0,1,37.3288,-95.5159,37.3367,-95.5062,45
KPPF,17,35,5001,75,Permeable,1,0,37.3377,-95.5062,37.3221,-95.5061,180
KPPO,02,20,5000,75,Asphalt,1,0,41.5655,-86.7376,41.5784,-86.7314,20
KPPO,14,32,2797,60,Asphalt,0,0,41.5760,-86.7382,41.5707,-86.7309,134
KPPQ,13,31,4000,60,Asphalt,1,0,39.6428,-90.7836,39.6350,-90.7735,135
KPQI,01,19,7441,150,Asphalt,1,0,46.6812,-68.0456,46.7010,-68.0529,346
KPQI,10,28,6000,100,Asphalt,1,0,46.6843,-68.0508,46.6884,-68.0277,76
KPQL,17,35,6501,150,Asphalt,1,0,30.4715,-88.5317,30.4541,-88.5267,166
KPQN,09,27,2539,196,Grass,0,0,43.9846,-96.3057,43.9837,-96.2961,97
KPQN,18,36,4306,75,Asphalt,1,0,43.9869,-96.2996,43.9751,-96.3006,184
KPRB,01,19,6008,150,Asphalt,1,0,35.6661,-120.6360,35.6806,-120.6260,29
KPRB,13,31,4701,100,Asphalt,1,0,35.6775,-120.6270,35.6671,-120.6180,144
KPRC,03L,21R,4395,60,Asphalt,1,0,34.6565,-112.4200,34.6665,-112.4100,41
KPRC,03R,21L,7619,150,Asphalt,1,0,34.6458,-112.4290,34.6613,-112.4120,41
KPRC,12,30,4408,75,Asphalt,1,0,34.6527,-112.4280,34.6440,-112.4180,137
KPRG,09,27,4501,75,Asphalt,1,0,39.7000,-87.6776,39.7001,-87.6616,91
KPRN,14,32,5501,80,Asphalt,1,0,31.8515,-86.6165,31.8399,-86.6050,140
KPRO,04,22,2321,240,Grass,0,0,41.8258,-94.1616,41.8294,-94.1555,52
KPRO,14,32,5500,100,Concrete,1,0,41.8325,-94.1653,41.8240,-94.1560,141
KPRS,17,35,5200,75,Asphalt,1,0,29.6411,-104.3620,29.6269,-104.3610,179
KPRX,03,21,4624,150,Concrete,0,0,33.6303,-95.4530,33.6404,-95.4438,37
KPRX,14,32,4624,150,Concrete,0,0,33.6429,-95.4532,33.6330,-95.4437,141
KPRX,17,35,6002,100,Asphalt,1,0,33.6448,-95.4544,33.6283,-95.4541,179
KPRZ,01,19,5700,60,Asphalt,1,0,34.1381,-103.4150,34.1525,-103.4080,23
KPRZ,08,26,4560,60,Asphalt,1,0,34.1457,-103.4160,34.1457,-103.4010,90
KPSB,06,24,5006,100,Asphalt,1,0,40.8778,-78.0943,40.8867,-78.0805,50
KPSB,16,34,5711,100,Asphalt,1,0,40.8934,-78.0915,40.8791,-78.0831,156
KPSC,03L,21R,7707,150,Asphalt,1,0,46.2560,-119.1330,46.2707,-119.1120,46
KPSC,03R,21L,4423,75,Asphalt,0,0,46.2607,-119.1220,46.2691,-119.1090,46
KPSC,12,30,7703,150,Asphalt,1,0,46.2735,-119.1280,46.2583,-119.1070,136
KPSF,08,26,5792,101,Asphalt,1,0,42.4238,-73.3024,42.4297,-73.2857,64
KPSF,14,32,3147,76,Asphalt,1,0,42.4296,-73.2967,42.4244,-73.2858,123
KPSK,06,24,6201,150,Asphalt,1,0,37.1321,-80.6869,37.1426,-80.6701,52
KPSM,16,34,11321,150,Permeable,1,0,43.0913,-70.8341,43.0646,-70.8124,149
KPSN,09,27,4002,75,Asphalt,1,0,31.7771,-95.7127,31.7770,-95.6998,91
KPSN,18,36,5005,100,Asphalt,1,0,31.7887,-95.7063,31.7750,-95.7064,181
KPSO,01,19,8100,100,Asphalt,1,0,37.2761,-107.0620,37.2964,-107.0500,24
KPSP,13L,31R,4953,75,Asphalt,1,0,33.8352,-116.5097,33.8242,-116.5000,144
KPSP,13R,31L,10000,150,Asphalt,1,0,33.8407,-116.5175,33.8186,-116.4978,144
KPSX,08,26,5001,150,Concrete,0,0,28.7304,-96.2621,28.7303,-96.2465,90
KPSX,13,31,5001,150,Concrete,1,0,28.7307,-96.2573,28.7210,-96.2464,135
KPSX,18,36,5001,150,Concrete,0,0,28.7332,-96.2467,28.7194,-96.2468,180
KPTB,05,23,5002,100,Asphalt,1,0,37.1793,-77.5120,37.1893,-77.5003,43
KPTB,14,32,3061,50,Asphalt,0,0,37.1857,-77.5132,37.1800,-77.5055,133
KPTD,06,24,3703,60,Asphalt,1,0,44.6730,-74.9534,44.6803,-74.9435,44
KPTK,04,22,2451,75,Asphalt,0,1,42.6614,-83.4141,42.6665,-83.4081,41
KPTK,09L,27R,5676,100,Asphalt,1,0,42.6662,-83.4319,42.6668,-83.4133,88
KPTK,09R,27L,6521,150,Asphalt,1,0,42.6647,-83.4331,42.6653,-83.4101,88
KPTK,18,36,2582,75,Asphalt,0,0,42.6671,-83.4084,42.6620,-83.4082,178
KPTN,04W,22W,4500,100,Water,0,0,29.7044,-91.3439,29.7116,-91.3323,55
KPTN,06,24,5399,150,Asphalt,1,0,29.7070,-91.3470,29.7146,-91.3324,59
KPTS,04,22,4000,75,Asphalt,0,0,37.4431,-94.7363,37.4515,-94.7275,40
KPTS,10,28,3008,100,Asphalt,0,1,37.4471,-94.7368,37.4443,-94.7271,110
KPTS,16,34,5500,100,Asphalt,1,0,37.4584,-94.7322,37.4436,-94.7289,169
KPTT,17,35,5500,100,Asphalt,1,0,37.7092,-98.7468,37.6941,-98.7469,180
KPTV,12,30,5960,150,Asphalt,1,0,36.0354,-119.0700,36.0238,-119.0560,135
KPTW,10,28,3371,75,Asphalt,1,0,40.2391,-75.5627,40.2400,-75.5507,85
KPUB,08L,26R,4690,75,Asphalt,1,0,38.2871,-104.5100,38.2880,-104.4740,88
KPUB,08R,26L,10498,150,Asphalt,0,0,38.2853,-104.5020,38.2857,-104.4870,88
KPUB,12,30,8268,150,Asphalt,0,1,38.3042,-104.5040,38.2887,-104.4820,133
KPUB,17,35,8310,150,Asphalt,1,0,38.3042,-104.5040,38.2814,-104.5030,178
KPUC,07,25,3631,75,Asphalt,0,0,39.6151,-110.7570,39.6150,-110.7440,90
KPUC,14,32,4520,75,Asphalt,1,0,39.6154,-110.7570,39.6038,-110.7510,159
KPUC,18,36,8319,100,Asphalt,1,0,39.6266,-110.7460,39.6049,-110.7550,199
KPUJ,13,31,5505,100,Concrete,0,0,33.9166,-84.9478,33.9074,-84.9334,
KPUW,05,23,7100,150,Asphalt,1,0,46.7407,-117.1220,46.7470,-117.0970,65
KPVB,07,25,3600,75,Asphalt,1,0,42.6858,-90.4512,42.6895,-90.4387,68
KPVB,15,33,4000,75,Asphalt,1,0,42.6954,-90.4482,42.6864,-90.4396,145
KPVC,07,25,3502,100,Asphalt,1,0,42.0698,-70.2263,42.0747,-70.2152,59
KPVD,05,23,8700,150,Asphalt,1,0,41.7138,-71.4350,41.7305,-71.4210,32
KPVD,16,34,6081,150,Asphalt,1,0,41.7317,-71.4322,41.7186,-71.4183,142
KPVE,01,19,6000,100,Concrete,1,0,35.6483,-88.1974,35.6644,-88.1933,12
KPVF,05,23,3914,76,Asphalt,1,0,38.7216,-120.7600,38.7268,-120.7470,63
KPVG,02,20,3525,70,Asphalt,1,0,36.7777,-76.4494,36.7858,-76.4480,9
KPVG,10,28,5350,100,Asphalt,1,0,36.7805,-76.4625,36.7780,-76.4444,92
KPVJ,12,30,3499,150,Concrete,0,1,34.7157,-97.2263,34.7089,-97.2181,134
KPVJ,17,35,5001,100,Concrete,1,0,34.7144,-97.2242,34.7007,-97.2242,180
KPVU,13,31,8603,150,Asphalt,1,0,40.2302,-111.7320,40.2107,-111.7150,146
KPVU,18,36,6628,150,Asphalt,1,0,40.2264,-111.7200,40.2087,-111.7250,192
KPVW,04,22,5997,100,Asphalt,1,0,34.1624,-101.7260,34.1728,-101.7110,51
KPVW,13,31,4000,100,Asphalt,1,0,34.1730,-101.7200,34.1649,-101.7120,138
KPWA,13,31,4214,100,Concrete,1,0,35.5351,-97.6522,35.5269,-97.6422,135
KPWA,17L,35R,7199,150,Concrete,1,0,35.5443,-97.6455,35.5246,-97.6455,180
KPWA,17R,35L,5002,75,Asphalt,1,0,35.5433,-97.6492,35.5296,-97.6492,180
KPWC,16,34,3000,75,Asphalt,1,0,46.7287,-94.3835,46.7209,-94.3799,164
KPWD,08,26,2951,60,Grass,0,0,48.7927,-104.5290,48.7932,-104.5170,87
KPWD,12,30,3900,75,Asphalt,1,0,48.7922,-104.5290,48.7850,-104.5170,132
KPWD,16,34,1600,83,Grass,0,0,48.7895,-104.5320,48.7840,-104.5320,180
KPWG,04,22,3484,55,Asphalt,0,0,31.4794,-97.3177,31.4863,-97.3100,44
KPWG,17,35,5501,75,Asphalt,1,0,31.4938,-97.3183,31.4787,-97.3180,179
KPWK,12,30,4415,75,Asphalt,1,0,42.1154,-87.9071,42.1097,-87.8928,118
KPWK,16,34,5001,150,Asphalt,1,0,42.1233,-87.9071,42.1106,-87.9004,159
KPWK,6,24,3677,50,Asphalt,1,1,42.1105,-87.9064,42.1150,-87.8943,63
KPWM,11,29,7200,150,Asphalt,1,0,43.6459,-70.3261,43.6440,-70.2990,95
KPWM,18,36,6100,150,Asphalt,1,0,43.6545,-70.3073,43.6413,-70.3019,163
KPWT,02,20,6000,150,Asphalt,1,0,47.4833,-122.7710,47.4972,-122.7580,33
KPWT,16,34,5122,150,Asphalt,0,1,47.4992,-122.7550,47.4850,-122.7550,179
KPXE,18,36,5004,100,Asphalt,1,0,32.5174,-83.7674,32.5037,-83.7673,179
KPYG,06,24,3396,60,Asphalt,1,0,34.7392,-80.3495,34.7451,-80.3408,50
KPYM,06,24,4650,75,Asphalt,1,0,41.9042,-70.7365,41.9134,-70.7263,40
KPYM,15,33,4350,75,Asphalt,1,0,41.9122,-70.7301,41.9063,-70.7206,130
KPYN,03,21,3296,60,Asphalt,1,0,37.1225,-90.7156,37.1306,-90.7097,30
KPYP,07,25,5500,100,Asphalt,0,0,34.0865,-85.6182,34.0934,-85.6020,63
KPYX,04,22,3280,144,Grass,0,0,36.4066,-100.7590,36.4123,-100.7500,51
KPYX,17,35,5701,75,Asphalt,1,0,36.4227,-100.7500,36.4071,-100.7500,180
KPZQ,09,27,4106,75,Asphalt,1,0,45.4069,-83.8209,45.4073,-83.8049,88
KRAC,04,22,6574,100,Concrete,1,0,42.7544,-87.8203,42.7688,-87.8057,37
KRAC,14,32,4421,100,Asphalt,1,0,42.7648,-87.8212,42.7567,-87.8089,132
KRAL,09,27,5401,100,Asphalt,1,0,33.9539,-117.4520,33.9505,-117.4346,103
KRAL,16,34,2850,50,Asphalt,1,0,33.9552,-117.4487,33.9473,-117.4484,179
KRAP,05,23,3601,75,Asphalt,1,0,44.0479,-103.0640,44.0525,-103.0520,62
KRAP,14,32,8701,150,Concrete,1,0,44.0538,-103.0650,44.0328,-103.0490,152
KRAS,12,30,3482,70,Asphalt,1,0,27.8146,-97.0931,27.8090,-97.0844,125
KRAW,18,36,4000,75,Concrete,1,0,38.3516,-93.3458,38.3425,-93.3464,183
KRBD,13,31,7136,100,Permeable,1,0,32.6873,-96.8764,32.6748,-96.8616,135
KRBD,17,35,3800,150,Permeable,1,0,32.6858,-96.8668,32.6754,-96.8668,180
KRBE,02,20,2202,120,Gravel,0,0,42.5717,-99.5744,42.5767,-99.5696,35
KRBE,13,31,4698,75,Concrete,1,0,42.5747,-99.5739,42.5647,-99.5629,141
KRBG,16,34,5003,100,Asphalt,1,0,43.2451,-123.3560,43.2325,-123.3560,180
KRBL,15,33,5431,100,Asphalt,1,0,40.1583,-122.2540,40.1430,-122.2500,168
KRBM,04,22,5702,75,Asphalt,1,0,34.8448,-92.3054,34.8555,-92.2948,39
KRBO,13,31,3700,75,Asphalt,1,0,27.7821,-97.6946,27.7750,-97.6865,135
KRBW,05,23,6002,100,Permeable,1,0,32.9157,-80.6453,32.9276,-80.6317,44
KRBW,09,27,5408,150,Permeable,0,1,32.9208,-80.6494,32.9211,-80.6318,89
KRBW,17,35,5705,100,Permeable,0,0,32.9280,-80.6451,32.9128,-80.6404,166
KRCA,13,31,13497,300,Concrete,1,0,44.1592,-103.1210,44.1316,-103.0870,138
KRCK,17,35,2962,50,Asphalt,1,0,30.6358,-96.9897,30.6275,-96.9897,180
KRCM,01,19,4206,75,Asphalt,1,0,,,,,8
KRCM,14,32,2801,60,Asphalt,1,0,38.7840,-93.8068,38.7784,-93.8001,137
KRCP,18,36,5000,75,Concrete,1,0,39.3545,-99.3045,39.3397,-99.3048,
KRCR,11,29,5001,75,Asphalt,1,0,41.0673,-86.1905,41.0638,-86.1730,105
KRCT,17,35,4506,100,Asphalt,0,0,43.9062,-85.5167,43.8938,-85.5167,180
